Subawardee UEI,Capability Domain (D),Capability Domain Basis,Capability Domain URLs,Primary Output (P),Primary Output Basis,Primary Output URLs
NYGUEDY27AM8,D4,Documented reactor-plant and submarine valves make fluid control the deciding competence.,https://curtisswright.com/news/press-releases/news-release-details/2019/Curtiss-Wright-Awarded-Contracts-Valued-in-Excess-of-80-Million-to-Support-US-Navys-Virginia-class-and-Columbia-class-Submarine-Programs; https://curtisswright.com/markets/defense/naval-defense,P3,Reactor-plant and ship-service valves are functional units delivered for installation.,"https://www.circor.com/newsroom/circor-receives-award-electric-boat-supply-block-v
https://curtisswright.com/news/press-releases/news-release-details/2015/Curtiss-Wright-Awarded-480-Million-in-Contracts-For-Virginia-Class-Submarine-Program
https://www.circor.com/"
PAH8M4BJACA5,D7,"Pressure-hull penetrators, connectors, and outboard cable assemblies are interconnect hardware.",https://www.teledynemarine.com/brands/dgo; https://www.teledynemarine.com/brands/dgo/pressure-hull-penetrator,P2,"Pressure-hull penetrators, connectors, and cable assemblies are interconnect components for larger systems.","https://www.teledynemarine.com/brands/dgo
https://www.teledynemarine.com/brands/dgo/pressure-hull-penetrator"
PTMFLMD2CUB4,D0,The corporate registration lacks a separable Virginia-class deliverable or operating-unit specialty.,https://www.l3harris.com/all-capabilities/maritime-fabrication-and-prototyping; https://www.l3harris.com/newsroom/editorial/2026/05/l3harris-provides-key-technologies-newly-commissioned-navy-submarines,P0,Corporate registration lacks a defensible Virginia-class operating deliverable distinct from affiliates.,"No defensible public row-specific Virginia-class deliverable URL identified; general company source:
https://www.l3harris.com/all-capabilities/maritime-solutions"
PUG1H9MFJD63,D2,"[MECE 2026-06-20: D9->D2 firm-level reclassification, ship application determinable] Heavy plate fabrication supplies processed material into a propulsor assembly rather than the complete propulsion system.",https://www.highergov.com/contract/N0016724D0004-N0016725F1185/; https://www.highergov.com/contract/N0016723D0004-N0016723F0035/,P2,"Heavy fabricated material for propulsor assemblies is a fit-ready fabrication, not raw stock or a system.","https://www.atfco.com/industries/naval-defense/
https://www.atfco.com/
https://www.baesystems.com/en-us/article/bae-systems-awarded-92-million-us-navy-contract-for-virginia-class-submarine-propulsors"
Q35JL9GFCAK3,D4,Valve manifolds and motion/flow-control components manage submarine fluids and actuation.,https://marotta.com/markets/naval/; https://marotta.com/,P3,Valve manifolds and flow/motion-control components are functional fluid-control equipment.,"https://marotta.com/marotta-controls-celebrates-u-s-navy-commissioning-of-23rd-virginia-class-submarine-the-uss-new-jersey/
https://marotta.com/markets/naval/
https://marotta.com/products/flow-controls/shipboard-controls/"
QNEXJLA47BM4,D10,Accommodation/joiner systems and interior door-lock hardware are habitability and interior outfit.,https://www.jmms.com/; https://www.jmms.com/distribution/; https://www.thebrassworksinc.com/military/,P2,"Joiner hardware, accommodations items, and door-lock hardware are fit-ready interior components.","https://www.jmms.com/marine/
https://www.jmms.com/distribution/
https://www.thebrassworksinc.com/military/"
QV38GMJUBJQ3,D0,"Multi-trade shipyard labor spans welding, pipefitting, coating, and equipment installation without one specialty.",https://www.l3harris.com/all-capabilities/maritime-fabrication-and-prototyping; https://www.virginiashiprepair.org/MemberProfile/146/L3Harris-Maritime-Services,P6,"Welding, pipefitting, blasting/painting, and installation are shipyard labor handoffs.","https://www.l3harris.com/all-capabilities/maritime-solutions
https://www.highergov.com/awardee/l3harris-maritime-services-inc-10111066/"
R9EYKGK8NKA5,D4,Elbow joints and other steam-piping fittings are fluid-system components.,https://www.navytimes.com/news/your-navy/2016/03/27/secret-weld-how-shoddy-parts-disabled-a-2-7-billion-submarine/; https://www.naval-technology.com/news/fmd-us-submarines-construction/,P2,Pipe fittings and elbow joints are fit-ready components within steam-piping systems.,"https://www.navytimes.com/news/your-navy/2016/03/27/secret-weld-how-shoddy-parts-disabled-a-2-7-billion-submarine/
https://news.usni.org/2015/08/18/3-virginia-attack-submarines-still-restricted-as-navsea-investigates-questionable-welding-rest-of-fleet-cleared
https://www.linkedin.com/company/nuflo-inc"
RDG4F8MZVDU1,D3,"Static converters, inverters, transformers, and distribution units convert and distribute ship-service power.",https://electromet.com/2015/11/06/l3-asvc-submarine-power-system/; https://www.marinelink.com/news/paragon-power-wins323122,P3,"Converters, inverters, transformers, and distribution units are bounded functional electrical equipment.","https://www.l3harris.com/all-capabilities/static-automatic-bus-transfer
https://www.l3harris.com/all-capabilities/marine-power-distribution
https://www.marinelink.com/news/paragon-power-wins323122"
RG6LJJM6JBS3,D1,Electronic-deck and command-deck modules are large structural submarine assemblies.,https://www.austalusa.com/; https://seapowermagazine.org/austal-usa-receives-order-for-three-virginia-class-submarine-modules/,P5,Electronic deck and command-deck module work is an outfitted structural/module handoff.,"https://www.austalusa.com/submarines
https://www.austal.com/media-releases/austal-secures-us-submarine-command-deck-module-contract-general-dynamics
https://seapowermagazine.org/austal-usa-receives-order-for-three-virginia-class-submarine-modules/"
RLXQHCXFT513,D4,"Valves, manifolds, pipe fittings, and flanges are naval fluid-system hardware.",https://www.bwxt.com/sectors/defense-space/sea/design-engineering-manufacturing/cunico/; https://hl.com/about-us/transactions/houlihan-lokey-advises-cunico-corp-and-dynamic-controls-ltd/,P3,Proprietary valves and manifolds are functional fluid-control units; co-delivered fittings do not create P4.,"https://www.bwxt.com/sectors/defense-space/sea/design-engineering-manufacturing/cunico/
https://hl.com/about-us/transactions/houlihan-lokey-advises-cunico-corp-and-dynamic-controls-ltd/"
RYRLL49HWN65,D10,Interior doors and closures are finished interior and general-outfitting items.,https://www.bakersheetmetal.com/; https://www.bakersheetmetal.com/shipboard-fabrication; https://www.bakersheetmetal.com/marine-habitability,P2,"Interior doors and closures are fabricated, fit-ready ship components.","https://www.bakersheetmetal.com/marine-us-navy-doors
https://www.bakersheetmetal.com/about
https://www.bakersheetmetal.com/"
SLD5KEGGLLZ3,D5,"Submarine chillers, refrigeration compressors, and environmental controls are HVAC/life-support equipment.",https://www.johnsoncontrols.com/industries/marine-and-navy; https://www.johnsoncontrols.com/marine-and-navy/hvac-solutions,P3,"Submarine chillers, compressors, and HVAC/R equipment are bounded functional machinery units.","https://www.johnsoncontrols.com/industries/marine-and-navy
https://www.johnsoncontrols.com/marine-and-navy/hvac-solutions
https://www.pct.edu/give/corporate-tomorrow-makers/johnson-controls-navy-systems"
SX6BF52K2WB1,D4,"Quiet valves, manifolds, and filtration assemblies control submarine fluid systems.",https://www.vacco.com/index.php/navy/overview; https://www.vacco.com/index.php/news/news_detail/uss-north-dakota-christened-november-2-2013,P3,"Quiet valves, manifolds, and filtration assemblies are functional fluid-control units, not one integrated system.","https://www.vacco.com/index.php/navy/quiet-valves-and-manifolds
https://www.vacco.com/index.php/navy"
TY25RCEB5FF3,D1,Massive structural-steel tooling and assemblies support submarine structural construction.,https://portal.ct.gov/OMA/In-the-News/2017-News/Sub-Suppliers-Sharing-In-EB-Boom; https://www.highergov.com/awardee/collins-jewell-company-inc-10458080/,P6,Structural-steel tooling used by shipbuilders is production support rather than an installed ship article.,"https://www.highergov.com/awardee/collins-jewell-company-inc-10458080/
https://submarine.senedia.org/view/738/"
TZLXM3NCC7D1,D3,Main storage batteries provide shipboard emergency electrical power and reactor-restart capability.,https://www.exidegroup.com/eu/en/GNB-provides-backup-power-to-US-Navy; https://www.bizjournals.com/atlanta/news/2018/05/30/ga-based-exide-technologies-to-make-submarine.html,P3,Main storage battery systems are functional power-storage equipment delivered for installation.,"https://www.exidegroup.com/eu/en/GNB-provides-backup-power-to-US-Navy
https://www.arkansasedc.com/news-events/newsroom/detail/2016/06/23/company-gets-grant-to-boost-production-of-submarine-batteries
https://www.batteriesinternational.com/news/us-navy-awards-exide-new-75m-five-year-contract-for-submarine-batteries/"
TZVRTYNM3MN3,D1,"Fracture-critical steel structures made by cutting, forming, welding, and assembly are structural fabrication.",https://keelusa.com/virginia-class-nuclear-submarine-case-study/; https://keelusa.com/keel-a-purpose-built-company/,P2,"Cut, formed, welded, and assembled submarine steel structures are fabricated components, not outfitted modules.","https://keelusa.com/virginia-class-nuclear-submarine-case-study/
https://keelusa.com/columbia-class-case-study/
https://keelusa.com/"
U4MMR7DR2DR7,D10,An electric shipboard range is a galley and habitability-outfitting appliance.,https://govtribe.com/vendors/jal-enterprises-inc-dot-the-source-0sg78; https://www.highergov.com/nsn/7310014983952/,P3,An electric shipboard range is a bounded functional appliance/equipment item.,https://www.virginiashiprepair.org/MemberProfile/141/The-Source-Division-of-JAL-Enterprises-Inc
UHXFGP3DCRK7,D3,Precision motors and generators are shipboard electrical-power conversion and generation machinery.,https://www.linkedin.com/company/hansome-energy-systems-inc; https://hanenergy.com/our-mission/,P3,Precision motors and generators are bounded functional electrical machinery.,"https://hanenergy.com/about-us/
https://hanenergy.com/
https://govtribe.com/vendors/hansome-energy-systems-inc-dot-51802"
V1MQFNQB56Z5,D4,High-pressure air compressors move and pressurize gas for critical submarine systems.,https://www.rixindustries.com/rix-industries-awarded-us-navy-contract; https://www.rixindustries.com/naval-submarine-league-rix-30-year-award,P3,High-pressure air compressors are acceptance-testable functional machinery.,"https://www.rixindustries.com/rix-industries-awarded-us-navy-contract
https://www.rixindustries.com/naval-submarine-league-rix-30-year-award
https://www.rixindustries.com/shipboard-air-compressor"
VKBFB8MAZ357,D9,"Titanium, zirconium, and nickel-alloy fabrication across systems is a specialty-material competence.",https://www.tifab.com/industries-served/military-and-defense/; https://www.tifab.com/fabricated-products/defense/shipboard-titanium/,P2,"Pressure vessels, spools, housings, and valve bodies are fabricated components/subassemblies at handoff.","https://www.tifab.com/fabricated-products/defense/custom-navy-components/
https://www.tifab.com/industries-served/military-and-defense/
https://www.tifab.com/"
W3KUJLTCRLV1,D4,Submarine fittings and assembled pipe components have a defined fluid-system function.,https://www.fairbanksmorsedefense.com/solutions/fittings/; https://www.govconwire.com/articles/fairbanks-morse-defense-acquires-navy-submarine-components-manufacturer-ammcon,P2,"Fittings, assembled parts, and machined AM components are finished components for larger systems.","https://seapowermagazine.org/fairbanks-morse-defense-continues-expanding-turnkey-solutions-with-ammcon-acquisition/
https://www.fairbanksmorsedefense.com/solutions/fittings/
https://hii.com/news/hii-additive-manufacturing-virginia-class-submarine-newport-news-shipbuilding-2023"
WESDY4U81NP8,D4,Main-seawater-system fittings and pipe are functional fluid-system hardware.,https://www.tridentllc.com/location-high-bridge-manufacturing; https://www.jflco.com/news-article/153/trident-maritime-systems-acquires-assets-of-custom-alloy-corporation,P2,"Specialty-alloy fittings, pipe, and related forgings are fit-ready fluid-system components.","https://customalloycorp.com/about-custom-alloy/
https://customalloycorp.com/
https://www.jflco.com/news-article/153/trident-maritime-systems-acquires-assets-of-custom-alloy-corporation"
WJ45NXW2TVD7,D4,Fluid-power cylinders and actuators provide pressure-driven motion and control.,https://www.moog.com/markets/defense/naval-systems.html; https://www.moog.com/news/corporate-press-releases/2014/moog-awarded-contract-for-mission-critical-actuators-for-us-navy-virginia-class-nuclear-submarines.html,P3,Fluid-power cylinders and actuators are bounded functional actuation equipment.,"https://www.moog.com/markets/naval-defense.html
https://www.moog.com/news/corporate-press-releases/2014/moog-awarded-contract-for-mission-critical-actuators-for-us-navy-virginia-class-nuclear-submarines.html
https://www.moog.com/products/actuators-servoactuators/defense/rotary-actuators-for-naval-systems.html"
WMXDDH6HJNA5,D1,Pressure-hull sections and large outfitted submarine modules are core hull and structural construction.,https://hii.com/who-we-are/divisions/newport-news-shipbuilding/; https://hii.com/capabilities/virginia-class-program/,P5,"Newport News fabricates, outfits, joins, and transfers major submarine modules/sections.","https://www.gdeb.com/about/oursubmarines/virginia/
https://hii.com/news/hii-newport-news-shipbuilding-delivers-first-columbia-class-stern
https://www.navy.mil/resources/fact-files/display-factfiles/article/2169558/attack-submarines-ssn/"
WPP2ABN6UCF5,D6,"Integrated machinery-control and monitoring consoles, panels, and alarms are system-level control equipment.",https://www.l3harris.com/all-capabilities/maritime-fabrication-and-prototyping; https://www.l3harris.com/newsroom/editorial/2026/05/l3harris-provides-key-technologies-newly-commissioned-navy-submarines,P3,"Machinery-control consoles, panels, and alarm equipment are functional control units, not proven one P4 system.","https://www.l3harris.com/all-capabilities/alarm-announcing-systems
https://www.l3harris.com/all-capabilities/integrated-platform-management-systems
https://www.l3harris.com/all-capabilities/control-consoles-workstations-and-panel-boards"
WREEAHYMRQ45,D7,The delivered accelerometer is a component-level instrumentation sensor.,https://www.pcb.com/; https://www.pcb.com/sensors-for-test-measurement/accelerometers,P3,Accelerometers are acceptance-testable sensing units delivered for connection into ship systems.,"https://www.pcb.com/
https://www.highergov.com/awardee/pcb-piezotronics-inc-10113566/"
WYDAKCJ5K219,D4,The UEI's pumping-equipment NAICS and documented pumps/valves point to shipboard fluid machinery.,https://curtisswright.com/news/press-releases/news-release-details/2015/Curtiss-Wright-Awarded-480-Million-in-Contracts-For-Virginia-Class-Submarine-Program; https://electro-mechanicalsystems.curtisswright.com/emd/about-us,P3,"Pumps, valves, generators, and propulsors are functional machinery units without a configured system handoff.","https://curtisswright.com/news/press-releases/news-release-details/2015/Curtiss-Wright-Awarded-480-Million-in-Contracts-For-Virginia-Class-Submarine-Program
https://curtisswright.com/organization/naval-power
https://electro-mechanicalsystems.curtisswright.com/"
X6N2CNV552X7,D0,"The service scope spans hull, mechanical, electrical, weapons, and auxiliary systems with no primary domain.",https://www.oceaneering.com/marine-services/complex-structural-manufacturing/; https://www.oceaneering.com/marine-services/submarine-modernization-and-repair/,P6,"Modernization, repair, installation, troubleshooting, and technical support are labor-led handoffs.","https://www.oceaneering.com/marine-services/submarine-modernization-and-repair/
https://www.oceaneering.com/marine-services/
https://www.highergov.com/idv/N6449819D0001/"
XDF1FRDG8KK4,D0,"The cited capabilities span undersea systems, robotics, and materials without a specific Virginia-class specialty.",https://www.qinetiq.com/en-us/news/qinetiq-us-secures-26-million-in-naval-defense-contracts; https://www.prnewswire.com/news-releases/qinetiq-us-secures-26-million-in-naval-defense-contracts-with-general-dynamics-electric-boat-for-next-generation-submarine-systems-302515259.html,P0,No specific Virginia-class deliverable can be tied to this operating entity.,"No defensible public row-specific Virginia-class deliverable URL identified; general company source:
https://www.qinetiq.com/en-us"
XQW8RJNNAXX8,D1,"Large complex metal structures, modules, and assemblies are marine structural fabrication.",https://virginiabusiness.com/newport-news-shipbuildings-south-carolina-manufacturing-facility-is-up-and-running/; https://insidedefense.com/daily-news/hii-acquires-metal-fabrication-companys-assets-meet-generational-demand-subs,P5,The recurring output is large shipbuilding modules/assemblies used in submarine construction.,"https://keelusa.com/virginia-class-nuclear-submarine-case-study/
https://keelusa.com/columbia-class-case-study/
https://keelusa.com/"
Y6X3BDLEPNJ6,D1,The firm's differentiating output is large fabricated and outfitted submarine modules.,https://virginiabusiness.com/newport-news-shipbuildings-south-carolina-manufacturing-facility-is-up-and-running/; https://insidedefense.com/daily-news/hii-acquires-metal-fabrication-companys-assets-meet-generational-demand-subs,P5,"Habitability, auxiliary-machine-room, and weapons modules are outfitted ship module handoffs.","https://keelusa.com/virginia-class-nuclear-submarine-case-study/
https://keelusa.com/columbia-class-case-study/
https://hii.com/news/hii-expands-shipbuilding-capacity-announcing-intent-to-acquire-south-carolina-advanced-metal-fabricator-assets-and-workforce"
YD1GK53355R5,D1,Large-scale submarine fabrication and welding indicate structural assemblies and marine weldments.,https://www.buildsubmarines.com/newsroom/giants-of-skilled-trades-logan-mego-precision-custom-components; https://investors.bwxt.com/news-releases/news-release-details/bwxt-bolsters-american-nuclear-manufacturing-capability/,P2,"Heavy welded fabrications are fit-ready components, with no outfitted module or functional system identified.","https://www.thomasnet.com/company/precision-custom-components-llc-149347/profile
https://govtribe.com/vendors/precision-custom-components-llc-1p555
https://business.ycea-pa.org/list/member/precision-custom-components-llc-york-23476"
YGGCA283C3P4,D4,"High-pressure gas and air regulating, reducing, and shutoff valves control pressurized fluids.",https://halehamilton.com/industries/defence/submarines/; https://www.naval-technology.com/contractors/propulsion/hale-hamilton/,P3,"Regulating, reducing, and shutoff valves are functional fluid/gas-control units.","https://halehamilton.com/industries/defence/submarines/
https://halehamilton.com/product-listing/
https://www.circor.com/brands/hale-hamilton"
YNJNTZWVC3H6,D2,Virginia-class pump-jet propulsor forward assemblies are propulsion and propulsive-power transmission hardware.,https://www.baesystems.com/en-us/article/bae-systems-awarded-92-million-us-navy-contract-for-virginia-class-submarine-propulsors; https://www.baesystems.com/en/product/submarine-products-and-technology,P3,"Propulsor forward assemblies are functional propulsion equipment, not an integrated drive package.","https://www.baesystems.com/en-us/article/bae-systems-awarded-92-million-us-navy-contract-for-virginia-class-submarine-propulsors
https://www.baesystems.com/en/product/submarine-products-and-technology
https://www.highergov.com/contract/N0002421C4106/"
ZFQBUPK552C3,D1,Fabricated-structural-metal manufacturing for submarine construction supports structural assemblies and weldments.,https://hilleryco.com/,P2,"Fabricated structural-metal output points to fit-ready fabrications, with no module or system shown.","https://hilleryco.com/services/custom-metal-fabrication/
https://hilleryco.com/about-us/
https://www.exploremoregroton.com/news-and-media/news/p/item/36574/hillery-co-makes-its-mark-with-jobs-large-and-small"
ZW3UMG9YVNA9,D3,MIL-SPEC switchboards and load centers are shipboard power-distribution assemblies.,https://www.l3harris.com/all-capabilities/marine-power-distribution; https://www.l3harris.com/all-capabilities/military-specification-switchboards-and-load-centers,P3,"Switchboards, load centers, and power-distribution assemblies are functional electrical equipment.","https://www.l3harris.com/all-capabilities/marine-power-distribution
https://www.l3harris.com/all-capabilities/military-specification-switchboards-and-load-centers
https://www.l3harris.com/sites/default/files/2023-05/ims-maritime-maripro-L3Harrissellsht_MarinePowerDistribution.pdf"
MKDGDE6K34N5,D4,"[MECE 2026-06-20: D9->D4 firm-level reclassification, ship application determinable] (was map-resolved D9 via NAICS)",,,,
