Subawardee UEI,Role / Description,Source URLs,NAICS-6 code,NAICS-6 title
L4ZMKLM4MPL3,"This UEI is Moog’s East Aurora, New York headquarters/controls operation, which develops precision motion-control electronics, servo controls, and actuation systems. The public record does not identify a separate Virginia-class component for this UEI, so it should not be assigned the Orrville sibling’s hydraulic-cylinder role or the Blacksburg sibling’s motor/electronics role.","https://www.highergov.com/awardee/moog-inc-10000441/
https://www.sledai.com/tools/public-spend/vendor/moog-inc-l4zmklm4mpl3/
https://www.moog.com/markets/marine.html",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
KDWVFE3K1TL3,"This UEI is Moog’s Blacksburg, Virginia space-and-defense electronics operation, which manufactures motors, motor controls, circuit cards, and other electromechanical electronics. Navy notices confirm circuit-card and actuator-related items from the site, but not the exact Virginia-class subsystem represented by the subaward.","https://www.highergov.com/awardee/moog-inc-10112687/
https://sam.gov/opp/305410076e394aed810698be73d136c5/view
https://sam.gov/opp/725c090e17404efb9acd59c86004dff4/view",335312,Motor and Generator Manufacturing
KYURG7LRSC89,"This UEI is CIRCOR Naval Solutions/Warren Pumps in Warren, Massachusetts. It supplies engineered centrifugal pumps and pump components for submarine cooling, seawater, auxiliary, and other fluid systems; the exact Virginia-class pump service in this subaward is not publicly identified.","https://www.highergov.com/awardee/circor-naval-solutions-llc-10110392/
https://www.circor.com/news/circor-brand-warren-pumps-holds-125th-year-anniversary-event
https://www.circor.com/brands/warren-pumps",333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
LB1XJ5UY5961,"This UEI resolves to the IMO Pump Division in Monroe, North Carolina, not Warren Pumps. It manufactures rotary/screw pump units and pump components for naval fluid systems; public notices confirm pump-unit supply, but do not identify the exact Virginia-class service.","https://www.highergov.com/awardee/imo-industries-inc-10117597/
https://sam.gov/workspace/contract/opp/992660437aa71da16d879234889bfea0/view
https://www.circor.com/brands/imo",333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
YGGCA283C3P4,"Hale Hamilton in the United Kingdom manufactures high-pressure gas and air regulating, reducing, and shutoff valves. Navy procurement records confirm regulating-valve hardware from this entity, but the exact Virginia-class gas/air system application is not publicly identified.","https://www.sweetspot.so/markets/federal/contractors/hale-hamilton-valves-limited-yggca283c3p4/
https://sam.gov/opp/45192dda047048f88eaed665d057ef1b/view
https://www.halehamilton.com/",332911,Industrial Valve Manufacturing
K574V7KEQUC8,"This UEI is CIRCOR Aerospace’s Corona, California operation rather than a CIRCOR naval pump or valve plant. I found no public evidence confirming a distinct Virginia-class construction component for this entity.",https://www.highergov.com/awardee/circor-aerospace-inc-10414129/,336412,Aircraft Engine and Engine Parts Manufacturing
G1DSEBQKGDF8,"This UEI maps to CIRCOR Instrumentation Technologies’ Hoke/Gyrolok operation in Spartanburg, South Carolina. It supplies instrumentation valves, needle valves, manifolds, and tube fittings; public procurement evidence supports shipboard valve hardware, but does not identify the exact Virginia-class installation.","https://cage.report/NCAGE/28968
https://app.govly.com/public/opportunities/16548367
https://www.circor.com/brands/hoke",332911,Industrial Valve Manufacturing
PTMFLMD2CUB4,"This UEI is an L3 Technologies corporate/Camden registration associated with communications and electronic systems contracting. I found no public evidence that separates a concrete Virginia-class deliverable for this entity from the affiliated Henschel, KEO, Chesapeake Sciences, or maritime-power operating units.",https://www.highergov.com/awardee/l3-technologies-inc-10109684/,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
WPP2ABN6UCF5,"L3Harris Henschel’s Norfolk operation supplies submarine machinery-control and monitoring equipment, including consoles, control panels, alarms, and related ship-control electronics. The exact Virginia-class cabinet or console in this subaward is not publicly itemized.","https://app.g2xchange.com/companies/WPP2ABN6UCF5
https://www.highergov.com/awardee/l3-technologies-inc-10107051/
https://www.l3harris.com/all-capabilities/ship-control-systems",334290,Other Communications Equipment Manufacturing
RDG4F8MZVDU1,"Power Paragon in Gardena, California designs naval static power-conversion and electrical-distribution equipment. Public sources establish that capability, but I found no public evidence identifying the particular Virginia-class converter, inverter, transformer, or distribution unit represented by this subaward.","https://www.usaspending.gov/recipient/d28d3d33-f7f9-e2e5-5752-6915236cc57a-C/latest
https://www.l3harris.com/all-capabilities/maritime-power-and-energy-solutions",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
QV38GMJUBJQ3,"L3Harris Maritime Services in Norfolk provides shipyard production and installation labor—welding, pipefitting, shipfitting, blasting/painting, and equipment installation. The exact Virginia-class new-construction work package is not publicly disclosed.",https://www.highergov.com/awardee/l3harris-maritime-services-inc-10111066/,336611,Ship Building and Repairing
ZW3UMG9YVNA9,"The Tulsa L3Harris maritime-power operation manufactures MIL-SPEC switchboards, load centers, and related shipboard power-distribution assemblies. Its Virginia-class role is electrical distribution equipment, although the precise assembly in the subaward is not publicly identified.","https://www.highergov.com/awardee/l3harris-maritime-power-energy-solutions-inc-10423117/
https://www.l3harris.com/all-capabilities/military-specification-switchboards-and-load-centers",335313,Switchgear and Switchboard Apparatus Manufacturing
HA3UFSU8FN75,"This UEI is L3 KEO in Northampton, Massachusetts, a photonics and submarine-mast business. It supplies optical/periscope and Universal Modular Mast hardware for Virginia-class submarines; public sources do not identify the exact mast module in this subaward.","https://www.sweetspot.so/markets/federal/contractors/l3-technologies-inc-ha3ufsu8fn75/
https://www.sledai.com/tools/public-spend/vendor/l3-technologies-inc-ha3ufsu8fn75/
https://sossecinc.com/company/l3harris-technologies-4/",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
NB21QESAKUM9,"This UEI is L3 Chesapeake Sciences in Millersville, Maryland, which develops undersea sensors, acoustic systems, and submarine communications/mast electronics. Public Navy records confirm undersea electronics from the entity, but do not identify the exact Virginia-class assembly represented by the subaward.","https://app.g2xchange.com/companies/NB21QESAKUM9
https://www.highergov.com/awardee/l3-technologies-inc-12768358/
https://sam.gov/workspace/contract/opp/8fa1fcab28a14577bee81d19bf266c18/view",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
CFXRGJSB9UB6,"SPD Electrical Systems in Camden supplies shock-hardened naval circuit breakers, switchgear, and electrical-protection hardware. For Virginia-class construction, its distinct contribution is breaker/switchgear hardware rather than complete switchboards or machinery-control consoles.","https://www.highergov.com/awardee/l3harris-maritime-power-energy-solutions-inc-10107022/
https://www.l3harris.com/all-capabilities/air-circuit-breaker-4012",335313,Switchgear and Switchboard Apparatus Manufacturing
