Subawardee UEI,Role / Description,Source URLs,NAICS-6 code,NAICS-6 title
C9C6HPQLL4A8,"A Caterpillar subcontract is publicly reported under Electric Boat’s Columbia-class contract, but the disclosed record does not identify the purchased item. No Columbia-specific onboard component or construction service could be confirmed from public sources.",https://www.highergov.com/subcontract/N0002417C2117-1000027836/,333120,Construction Machinery Manufacturing
LCV2N9FVV739,This UEI is Northrop Grumman Marine Systems in Sunnyvale. Northrop publicly assigns Sunnyvale work on the Columbia/Dreadnought common-missile-compartment launcher subsystem and also identifies Marine Systems as a supplier of Columbia-class power-generation equipment; the specific subaward line cannot be separated between those product lines from public data.,"https://www.highergov.com/awardee/northrop-grumman-systems-corporation-10107763/
https://www.northropgrumman.com/what-we-do/sea
https://cdn.northropgrumman.com/-/media/Project/Northrop-Grumman/ngc/who-we-are/corporate-responsibility/2025-Annual-Report-Northrop-Grumman.pdf?rev=6725192060ff4fd79c041d38cc4b842b",335312,Motor and Generator Manufacturing
UYHRBG6RLS57,"I could not independently resolve this legacy Northrop Grumman UEI to a specific operating site or business unit. Northrop supplies Columbia-class launcher and power-generation equipment, but assigning either role to this exact entity would be speculative.","https://www.northropgrumman.com/what-we-do/sea
https://cdn.northropgrumman.com/-/media/Project/Northrop-Grumman/ngc/who-we-are/corporate-responsibility/2025-Annual-Report-Northrop-Grumman.pdf?rev=6725192060ff4fd79c041d38cc4b842b",Not confirmed,Primary 6-digit NAICS not confirmed for this legacy UEI
GXPHJRVG9MR7,"This UEI is Leonardo DRS’s Menomonee Falls naval-power plant, one of four sites named for Columbia electric-propulsion production. The facility manufactures solid-state propulsion drives and naval power-distribution hardware; DRS does not publicly itemize the exact drive, switchgear, or control unit by UEI.","https://www.highergov.com/awardee/drs-naval-power-systems-inc-10114216/
https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/
https://seapowermagazine.org/leonardo-drs-to-build-state-of-the-art-naval-propulsion-manufacturing-and-test-facility-near-charleston-s-c/",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
CPHLNLBGWFN5,"This UEI is DRS Consolidated Controls in Danbury, Connecticut, another Columbia production site. Its distinct specialty is nuclear-qualified instrumentation and control equipment, power supplies, communications processors, and propulsion-control electronics; the precise Columbia unit is not publicly assigned by UEI.","https://www.leonardodrs.com/locations/naval-power-systems-danbury-ct/
https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/
https://sam.gov/workspace/contract/opp/e3a844bf4c81708a179c56db6e4272c0/view",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
VL18ZH6YLPY5,"This UEI is DRS Power Technology in Fitchburg, Massachusetts, a Columbia production site specializing in large electric machines and permanent-magnet propulsion technology. It is the DRS site most directly associated with the Columbia-class permanent-magnet main-propulsion motor, although the public contract announcement does not allocate every motor element by UEI.","https://www.sweetspot.so/markets/federal/contractors/drs-naval-power-systems-inc-vl18zh6ylpy5/
https://www.leonardodrs.com/locations/naval-power-systems-fitchburg-ma/
https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/",333611,Turbine and Turbine Generator Set Units Manufacturing
T2VFE1NGR3G5,"The Fort Walton Beach DRS Training & Control Systems entity develops training, control, and wireless-communications electronics. I found no public source identifying a distinct Columbia-class construction component supplied by this UEI.",https://www.highergov.com/awardee/drs-training-control-systems-llc-10107268/,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
VJMTKNLENX24,"Engineered Coil Company is Leonardo DRS’s Marlo Coil operation in High Ridge, Missouri, which manufactures Navy HVAC/refrigeration coils and heat exchangers. DRS names High Ridge as a Columbia manufacturing site, but its public announcement does not identify which Columbia electric-propulsion or auxiliary component is made there, so a more specific assignment is not supportable.","https://www.highergov.com/awardee/engineered-coil-company-10113359/
https://www.leonardodrs.com/what-we-do/products-and-services/navy-and-marine-coils/
https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
NYGUEDY27AM8,"This UEI is Curtiss-Wright’s Target Rock operation in East Farmingdale, New York. It manufactures nuclear-qualified valves, actuators, and solenoid assemblies for submarine reactor and fluid systems; the exact Columbia-class valve or service is not publicly identified.","https://www.highergov.com/awardee/curtiss-wright-flow-control-corporation-10115282/
https://sam.gov/opp/caf363094271454382928bab03bd9564/view
https://www.curtisswright.com/products/valves/target-rock",332911,Industrial Valve Manufacturing
JKZNKGGWYZ87,"Curtiss-Wright’s Cheswick electro-mechanical operation produces nuclear-fleet pumps, motors, generators, and propulsion-plant machinery. Public sources do not disclose the exact Columbia-class machine represented by this subaward.","https://www.sweetspot.so/markets/federal/contractors/curtiss-wright-electro-mechanical-corporation-jkznkggwyz87/
https://electro-mechanicalsystems.curtisswright.com/",335312,Motor and Generator Manufacturing
MSFLXVQVJMG4,"Peerless Instrument manufactures nuclear-plant instrumentation, test equipment, control assemblies, and cable/power harnesses. Navy notices tied to this UEI identify differential-pressure-cell test equipment and power cables, but I found no public source assigning a specific item to Columbia-class construction.","https://sam.gov/workspace/contract/opp/fa22f3b845c144af97d707f178f0da0c/view
https://sam.gov/workspace/contract/opp/6429ca9f794e418c8aab3658dd19704d/view
https://peerlessinstrument.com/",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
JU5GNH1H5FV6,"DY4/Curtiss-Wright Defense Solutions supplies rugged VPX embedded computers and processing modules. The entity’s products are suitable for submarine control and mission systems, but the exact Columbia-class subsystem represented by this subaward is not publicly identified.","https://www.highergov.com/awardee/curtiss-wright-ds-inc-10116343/
https://sam.gov/opp/70e87d68257542a9a2ba9ab863ac6d8f/view
https://www.curtisswrightds.com/products/computing",334111,Electronic Computer Manufacturing
SX6BF52K2WB1,"VACCO Industries supplies Columbia-class critical-quiet valves, manifolds, and fluid-control assemblies designed to minimize acoustic signature. VACCO’s own Navy literature lists both Virginia and Columbia among the submarine programs using these products.","https://www.sweetspot.so/markets/federal/contractors/vacco-industries-sx6bf52k2wb1/
https://www.vacco.com/images/uploads/site-images/VACCO_Tri_fold_brochure_2018.pdf
https://www.vacco.com/index.php/navy/overview",332912,Fluid Power Valve and Hose Fitting Manufacturing
HMBSX7Z72UK4,"Westland Technologies supplies molded elastomeric submarine products such as acoustic baffles, hull treatments, vibration damping, and signature-reduction components. Westland lists the Columbia class among its supported programs, although the exact part number or ship location is not public.","https://westland.globecomposite.com/
https://westland.globecomposite.com/capabilities
https://www.globecomposite.com/",326291,Rubber Product Manufacturing for Mechanical Use
KYURG7LRSC89,"This UEI is CIRCOR Naval Solutions/Warren Pumps in Warren, Massachusetts. It supplies highly engineered centrifugal pumps and pump components for submarine fluid systems; the exact Columbia-class pump service represented by the subaward is not publicly disclosed.","https://www.highergov.com/awardee/circor-naval-solutions-llc-10110392/
https://www.circor.com/news/circor-brand-warren-pumps-holds-125th-year-anniversary-event
https://www.circor.com/brands/warren-pumps",333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
HUK5MJK4MH39,"Leslie Controls manufactures severe-service regulating, pressure-reducing, and control valves. Its Columbia-class contribution is valve and fluid-control hardware, but public sources do not identify the exact valve set or shipboard service.","https://www.highergov.com/awardee/leslie-controls-inc-10109971/
https://www.circor.com/brands/leslie-controls",332911,Industrial Valve Manufacturing
GUD4TJE3FN31,"This UEI is CIRCOR Pumps North America’s IMO Pump operation in Monroe, North Carolina. It supplies Navy rotary/screw pump-and-motor assemblies and related pump components; the exact Columbia-class fluid-system application is not publicly identified.","https://www.highergov.com/awardee/circor-pumps-north-america-llc-45420185/
https://app.g2xchange.com/companies/GUD4TJE3FN31
https://coder.targetednews.com/nl_disp.php?nl_date_id=1338733
https://www.circor.com/brands/imo",333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
