naics6,desc,primary_vendors_in_dataset,primary_dollars_$M_in_dataset,primary_pct_dollars_in_dataset,category_id,category,rule_strength,candidate_category,mapping_note
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,5,5.71,0.04,09,"Electronic components, computers, interconnects & cable",direct,,Specific process/product NAICS.
334419,Other Electronic Component Manufacturing,9,98.78,0.75,09,"Electronic components, computers, interconnects & cable",direct,,Specific process/product NAICS.
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,0,0,0,10,"Sensors, instrumentation, controls & communications",direct,,Specific process/product NAICS.
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",14,153.56,1.17,10,"Sensors, instrumentation, controls & communications",direct,,Specific process/product NAICS.
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",1,0.66,0.01,04,"Thermal management, HVAC & air handling",direct,,Specific process/product NAICS.
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",19,70.6,0.54,10,"Sensors, instrumentation, controls & communications",direct,,Specific process/product NAICS.
334514,Totalizing Fluid Meter and Counting Device Manufacturing,0,0,0,10,"Sensors, instrumentation, controls & communications",direct,,Specific process/product NAICS.
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,10,107.73,0.82,10,"Sensors, instrumentation, controls & communications",direct,,Specific process/product NAICS.
334516,Analytical Laboratory Instrument Manufacturing,1,1.13,0.01,10,"Sensors, instrumentation, controls & communications",direct,,Specific process/product NAICS.
334517,Irradiation Apparatus Manufacturing,0,0,0,10,"Sensors, instrumentation, controls & communications",direct,,Specific process/product NAICS.
334519,Other Measuring and Controlling Device Manufacturing,8,15.2,0.12,10,"Sensors, instrumentation, controls & communications",direct,,Specific process/product NAICS.
334610,Manufacturing and Reproducing Magnetic and Optical Media,0,0,0,09,"Electronic components, computers, interconnects & cable",direct,,Specific process/product NAICS.
335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",2,2.66,0.02,01,"Electrical power equipment, conversion & distribution",direct,,Specific process/product NAICS.
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,0,0,0,01,"Electrical power equipment, conversion & distribution",direct,,Specific process/product NAICS.
335220,Major Household Appliance Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
335311,"Power, Distribution, and Specialty Transformer Manufacturing",11,579.98,4.42,01,"Electrical power equipment, conversion & distribution",direct,,Specific process/product NAICS.
335312,Motor and Generator Manufacturing,6,2160.5,16.48,01,"Electrical power equipment, conversion & distribution",direct,,Specific process/product NAICS.
335313,Switchgear and Switchboard Apparatus Manufacturing,7,226.6,1.73,01,"Electrical power equipment, conversion & distribution",direct,,Specific process/product NAICS.
335314,Relay and Industrial Control Manufacturing,3,5.14,0.04,01,"Electrical power equipment, conversion & distribution",direct,,Specific process/product NAICS.
335910,Battery Manufacturing,1,4.36,0.03,01,"Electrical power equipment, conversion & distribution",direct,,Specific process/product NAICS.
335921,Fiber Optic Cable Manufacturing,0,0,0,09,"Electronic components, computers, interconnects & cable",direct,,Specific process/product NAICS.
335929,Other Communication and Energy Wire Manufacturing,4,17.96,0.14,09,"Electronic components, computers, interconnects & cable",direct,,Specific process/product NAICS.
335931,Current-Carrying Wiring Device Manufacturing,3,4.41,0.03,09,"Electronic components, computers, interconnects & cable",direct,,Specific process/product NAICS.
335932,Noncurrent-Carrying Wiring Device Manufacturing,0,0,0,09,"Electronic components, computers, interconnects & cable",direct,,Specific process/product NAICS.
335991,Carbon and Graphite Product Manufacturing,0,0,0,08,"Polymers, elastomers, composites & formulated materials",direct,,Specific process/product NAICS.
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,11,97.44,0.74,99,Unresolved capability / insufficient evidence,review_trigger,01/09,Generic electrical-equipment code; inspect power vs electronics evidence.
336120,Heavy Duty Truck Manufacturing,0,0,0,99,Unresolved capability / insufficient evidence,review_trigger,05/11,Transportation end-market code; inspect process codes.
336211,Motor Vehicle Body Manufacturing,0,0,0,99,Unresolved capability / insufficient evidence,review_trigger,05,Transportation end-market/body fabrication; inspect process codes.
336212,Truck Trailer Manufacturing,0,0,0,99,Unresolved capability / insufficient evidence,review_trigger,05,Transportation end-market/trailer fabrication; inspect process codes.
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,0,0,0,02,"Propulsion, engines & mechanical power transmission",direct,,Specific process/product NAICS.
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,0,0,0,09,"Electronic components, computers, interconnects & cable",direct,,Specific process/product NAICS.
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,0,0,0,02,"Propulsion, engines & mechanical power transmission",direct,,Specific process/product NAICS.
336340,Motor Vehicle Brake System Manufacturing,0,0,0,02,"Propulsion, engines & mechanical power transmission",direct,,Specific process/product NAICS.
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,0,0,0,02,"Propulsion, engines & mechanical power transmission",direct,,Specific process/product NAICS.
336360,Motor Vehicle Seating and Interior Trim Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
336390,Other Motor Vehicle Parts Manufacturing,0,0,0,99,Unresolved capability / insufficient evidence,review_trigger,02/05/07/09,Generic vehicle-parts code; inspect process codes.
336411,Aircraft Manufacturing,1,1.0,0.01,99,Unresolved capability / insufficient evidence,review_trigger,specific process category,Aircraft end-market code; inspect process codes.
336412,Aircraft Engine and Engine Parts Manufacturing,6,349.83,2.67,02,"Propulsion, engines & mechanical power transmission",direct,,Specific process/product NAICS.
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,13,33.6,0.26,99,Unresolved capability / insufficient evidence,review_trigger,specific process category,Aircraft-parts end-market code; inspect process codes.
336414,Guided Missile and Space Vehicle Manufacturing,1,2.24,0.02,99,Unresolved capability / insufficient evidence,review_trigger,12,Missile/space end-market code; process-specific codes override.
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,2,6.2,0.05,02,"Propulsion, engines & mechanical power transmission",direct,,Specific process/product NAICS.
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,2,13.2,0.1,99,Unresolved capability / insufficient evidence,review_trigger,12 or specific process category,Missile/space-parts end-market code; inspect process codes.
336510,Railroad Rolling Stock Manufacturing,0,0,0,99,Unresolved capability / insufficient evidence,review_trigger,05/11,Rail end-market code; inspect process codes.
336611,Ship Building and Repairing,43,1203.02,9.18,13,"Shipyard work, marine integration & outfitting",weak_end_market,,Use 13 only for genuine shipyard/major marine integration; specific process secondaries override.
336612,Boat Building,2,9.79,0.07,13,"Shipyard work, marine integration & outfitting",weak_end_market,,Use 13 only for genuine boat/shipyard integration; specific process secondaries override.
336991,"Motorcycle, Bicycle, and Parts Manufacturing",0,0,0,99,Unresolved capability / insufficient evidence,review_trigger,specific process category,Transportation end-market code; inspect process codes.
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",2,86.98,0.66,99,Unresolved capability / insufficient evidence,review_trigger,12 or 05,Armored-vehicle end-market code; structural/process codes often more informative.
336999,All Other Transportation Equipment Manufacturing,0,0,0,99,Unresolved capability / insufficient evidence,review_trigger,12 or specific process category,Generic transportation-equipment code; inspect process codes.
337110,Wood Kitchen Cabinet and Countertop Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct_family,,Finished interior/wood/paper/textile/furniture product family.
337127,Institutional Furniture Manufacturing,1,1.74,0.01,18,"Interiors, safety gear & miscellaneous manufactured products",direct_family,,Finished interior/wood/paper/textile/furniture product family.
337211,Wood Office Furniture Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct_family,,Finished interior/wood/paper/textile/furniture product family.
337212,Custom Architectural Woodwork and Millwork Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct_family,,Finished interior/wood/paper/textile/furniture product family.
337214,Office Furniture (except Wood) Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct_family,,Finished interior/wood/paper/textile/furniture product family.
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct_family,,Finished interior/wood/paper/textile/furniture product family.
339112,Surgical and Medical Instrument Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
339113,Surgical Appliance and Supplies Manufacturing,2,4.35,0.03,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
339114,Dental Equipment and Supplies Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
339115,Ophthalmic Goods Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
339920,Sporting and Athletic Goods Manufacturing,1,0.5,0.0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
339940,Office Supplies (except Paper) Manufacturing,0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
339950,Sign Manufacturing,1,0.35,0.0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
339991,"Gasket, Packing, and Sealing Device Manufacturing",0,0,0,08,"Polymers, elastomers, composites & formulated materials",direct,,Specific process/product NAICS.
339993,"Fastener, Button, Needle, and Pin Manufacturing",0,0,0,07,"Precision machining, hardware & metal finishing",direct,,Specific process/product NAICS.
339994,"Broom, Brush, and Mop Manufacturing",0,0,0,18,"Interiors, safety gear & miscellaneous manufactured products",direct,,Specific process/product NAICS.
339999,All Other Miscellaneous Manufacturing,11,110.29,0.84,99,Unresolved capability / insufficient evidence,review_trigger,18 or specific manufacturing category,Miscellaneous manufacturing code is not capability-specific.
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423210,Furniture Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423220,Home Furnishing Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",3,5.1,0.04,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423390,Other Construction Material Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423410,Photographic Equipment and Supplies Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423420,Office Equipment Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,9,6.24,0.05,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423440,Other Commercial Equipment Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423460,Ophthalmic Goods Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423490,Other Professional Equipment and Supplies Merchant Wholesalers,1,0.22,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423510,Metal Service Centers and Other Metal Merchant Wholesalers,5,8.34,0.06,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",12,34.58,0.26,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423690,Other Electronic Parts and Equipment Merchant Wholesalers,7,14.64,0.11,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423710,Hardware Merchant Wholesalers,2,2.78,0.02,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,1,0.24,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,1,0.21,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423830,Industrial Machinery and Equipment Merchant Wholesalers,13,32.13,0.25,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423840,Industrial Supplies Merchant Wholesalers,13,13.28,0.1,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,2,2.53,0.02,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424120,Stationery and Office Supplies Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424130,Industrial and Personal Service Paper Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424340,Footwear Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424350,Clothing and Clothing Accessories Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424410,General Line Grocery Merchant Wholesalers,1,0.65,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424450,Confectionery Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424690,Other Chemical and Allied Products Merchant Wholesalers,2,0.8,0.01,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424710,Petroleum Bulk Stations and Terminals,1,15.59,0.12,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
425120,Wholesale Trade Agents and Brokers,1,2.83,0.02,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
441222,Boat Dealers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
444110,Home Centers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
444130,Hardware Stores,1,0.39,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
444140,Hardware Retailers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
444180,Other Building Material Dealers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
444190,Other Building Material Dealers,1,0.68,0.01,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
449210,Electronics and Appliance Retailers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
458110,Clothing and Clothing Accessories Retailers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
459110,Sporting Goods Retailers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
459410,Office Supplies and Stationery Retailers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
481211,Nonscheduled Chartered Passenger Air Transportation,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
483111,Deep Sea Freight Transportation,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
483113,Coastal and Great Lakes Freight Transportation,1,9.82,0.07,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
483211,Inland Water Freight Transportation,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
484110,"General Freight Trucking, Local",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
484121,"General Freight Trucking, Long-Distance, Truckload",1,8.14,0.06,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
484220,"Specialized Freight (except Used Goods) Trucking, Local",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
485999,All Other Transit and Ground Passenger Transportation,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
486110,Pipeline Transportation of Crude Oil,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
486210,Pipeline Transportation of Natural Gas,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
486910,Pipeline Transportation of Refined Petroleum Products,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
486990,All Other Pipeline Transportation,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488111,Air Traffic Control,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488190,Other Support Activities for Air Transportation,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488310,Port and Harbor Operations,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488320,Marine Cargo Handling,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488330,Navigational Services to Shipping,1,0.33,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488390,Other Support Activities for Water Transportation,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488510,Freight Transportation Arrangement,1,30.22,0.23,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488991,Packing and Crating,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
488999,All Other Support Activities for Transportation,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
493110,General Warehousing and Storage,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
493190,Other Warehousing and Storage,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
512110,Motion Picture and Video Production,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
512191,Teleproduction and Other Postproduction Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
512290,Other Sound Recording Industries,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
513210,Software Publishers,6,27.42,0.21,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
517111,Wired Telecommunications Carriers,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
517112,Wireless Telecommunications Carriers (except Satellite),0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
517121,Telecommunications Resellers,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
517410,Satellite Telecommunications,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
517810,All Other Telecommunications,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
519290,Web Search Portals and All Other Information Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
522310,Mortgage and Nonmortgage Loan Brokers,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
523150,Investment Banking and Securities Intermediation,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
524114,Direct Health and Medical Insurance Carriers,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
524291,Claims Adjusting,1,0.23,0.0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),1,0.23,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
531130,Lessors of Miniwarehouses and Self-Storage Units,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
531210,Offices of Real Estate Agents and Brokers,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
532111,Passenger Car Rental,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
532210,Consumer Electronics and Appliances Rental,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
532310,General Rental Centers,1,0.37,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",1,0.43,0.0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
532420,Office Machinery and Equipment Rental and Leasing,0,0,0,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,5,6.83,0.05,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
541110,Offices of Lawyers,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541211,Offices of Certified Public Accountants,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541213,Tax Preparation Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541214,Payroll Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541219,Other Accounting Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541310,Architectural Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541320,Landscape Architectural Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541330,Engineering Services,30,71.14,0.54,14,"Engineering, software, R&D & testing",weak_service,,Use 14 when engineering is the operating capability; specific manufacturing process codes override.
541340,Drafting Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541350,Building Inspection Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541360,Geophysical Surveying and Mapping Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541370,Surveying and Mapping (except Geophysical) Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541380,Testing Laboratories and Services,4,1.87,0.01,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541410,Interior Design Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541420,Industrial Design Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541430,Graphic Design Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541490,Other Specialized Design Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541511,Custom Computer Programming Services,3,2.02,0.02,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541512,Computer Systems Design Services,3,13.15,0.1,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
