fy_book,keyword,has_dollar,snippet
2022,Backlog,Y,"AEROSPACE Aerospace funded backlog represents primarily new aircraft orders for which we have definitive purchase contracts and deposits from customers. Unfunded backlog consists of agreements to provide future aircraft maintenance and support services. The Aerospace segment ended 2022 with backlog of $19.5 billion, up 19.8% from $16.3 billion at y"
2022,Backlog,Y,"Unfunded backlog consists of agreements to provide future aircraft maintenance and support services. The Aerospace segment ended 2022 with backlog of $19.5 billion, up 19.8% from $16.3 billion at year-end 2021. Orders in 2022 reflected strong demand across our product and services portfolio, including orders for all models of Gulfstream aircraft. The segment’s book-to-bill ratio (orders divided by revenue) was 1.5-to-1 in 2022. Beyond total backlog, estimated potential contract value represents primarily options and other agreements with ex"
2022,Backlog,Y,"The actual amount of funding received in the future may be higher or lower than our estimate of potential contract value. Total backlog in our defense segments was $71.6 billion on December 31, 2022, compared with $71.3 billion at year-end 2021. In 2022, the total book-to-bill ratio in our defense segments was 1-to-1. Estimated potential contract value in our defense segments was $35.9 billion on December 31, 2022, compared with $38.2 billion at year-end 2021. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of ver"
2022,Backlog,Y,"The segment’s book-to-bill ratio was 1.1-to-1 in 2022, resulting in backlog growth of 1.9% from year-end 2021 to $45.7 billion. The segment’s estimated potential contract value was $3.7 billion on December 31, 2022, compared with $4.3 billion at year-end 2021. Significant contract awards in the Marine Systems segment during 2022 include: • $5.4 billion from the Navy for the Columbia-class submarine program for advance procurement and advance construction of critical comp"
2022,Backlog,Y,"The vehicle programs are generally long-term franchise programs, while the weapons systems and munitions programs tend to be shorter-term in nature. The segment’s backlog was up from year-end 2021 to $13.3 billion. The segment’s estimated potential contract value was $5.4 billion on December 31, 2022, compared with $6.9 billion at year-end 2021. Significant contract awards in the Combat Systems segment during 2022 include: • $1 billion for various munitions and ordnance with additional option value of $465. • $410 from the U."
2022,Backlog,Y,"On December 31, 2022, we had $ 91.1 billion of remaining performance obligations, which we also refer to as total backlog. We expect to recognize approximately 35 % of our remaining performance obligations as revenue in 2023, an additional 40 % by the end of 2025 and the balance thereafter. Contract Estimates. The majority of our revenue is derived from long-term contracts and programs that can span several years. Accounting for long-term contracts and programs involves the use of various techniques to estimate tota"
2023,DDG,,"Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyer and manages modernization and lifecycle support for all Navy destroyers. In 2023, we were awarded a contract from the Navy for construction of three Flight III DDG-51 destroyers. We have a total of 12 ships in backlog scheduled for delivery through 2032. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB),"
2023,DDG,,"In 2023, we were awarded a contract from the Navy for construction of three Flight III DDG-51 destroyers. We have a total of 12 ships in backlog scheduled for delivery through 2032. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2023,DDG,Y,"• $720 from the Navy to provide maintenance and modernization services for the DDG-51 destroyer, San Antonio-class amphibious transport dock and Wasp-class amphibious assault ship programs. The awards including options have a maximum potential value of $1.2 billion. • $735 from the Navy for construction of an additional John Lewis-class (T-AO-205) fleet replenishment oiler. • $95 from the Navy to provide maintenance and support non-nuclear maintenance on submarines based at the"
2023,DDG,,The awards have a maximum potential value of $460. • A contract from the Navy to provide ongoing lead yard services for the DDG-51 program. The contract including options has a maximum potential value of $420. • $220 from the Navy to provide in-service support of systems and components on the USS Jimmy Carter (SSN 23). • A contract from the Navy for the construction of three Flight III DDG-51 destroyers. 43 The following represents the Marine Systems segment’s total estimated contract value by major program on December 31
2023,DDG,,"• $220 from the Navy to provide in-service support of systems and components on the USS Jimmy Carter (SSN 23). • A contract from the Navy for the construction of three Flight III DDG-51 destroyers. 43 The following represents the Marine Systems segment’s total estimated contract value by major program on December 31, 2023: COMBAT SYSTEMS The Combat Systems segment’s backlog consists of a mix of U."
2023,Arleigh Burke,,"We are also working with our growing network of approximately 3,000 suppliers — mostly small businesses — to support concurrent production of the two submarine programs. Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyer and manages modernization and lifecycle support for all Navy destroyers. In 2023, we were awarded a contract from the Navy for construction of three Flight III DDG-51 destroyers. We have a total of 12 ships in backlog scheduled for delivery through 2032. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea B"
2023,Marine Systems,Y,"segment at the end of 2023 and 2022: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2023 Aerospace $ 19,557 $ 897 $ 20,454 $ 451 $ 20,905 Marine Systems 30,141 15,755 45,896 3,647 49,543 Combat Systems 13,816 721 14,537 6,236 20,773 Technologies 8,961 3,779 12,740 28,011 40,751 Total $ 72,475 $ 21,152 $ 93,627 $ 38,345 $ 131,972 December 31, 2022 Aerospace $ 19,077 $ 439 $ 19,516 $ 685 $ 20,201 Marine Systems 26,246 19,453 45,699 3,672 49,371 Combat Systems 12,726 525 13,251 5,364 18,615 Technologies 9,100 3,571 12,671 26,889 39,560 Total $ 67,14"
2023,Marine Systems,Y,"Estimated potential contract value in our defense segments was $37.9 billion on December 31, 2023, compared with $35.9 billion at year-end 2022. 42 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s backlog and estimated potential contract value remained steady compared with year-end 2022. Significant contract awards in the Marine Systems segment during 2023 include: • $1.7 billion from the U."
2023,Marine Systems,Y,The segment’s backlog and estimated potential contract value remained steady compared with year-end 2022. Significant contract awards in the Marine Systems segment during 2023 include: • $1.7 billion from the U.
2023,Marine Systems,,"• A contract from the Navy for the construction of three Flight III DDG-51 destroyers. 43 The following represents the Marine Systems segment’s total estimated contract value by major program on December 31, 2023: COMBAT SYSTEMS The Combat Systems segment’s backlog consists of a mix of U."
2023,Marine Systems,Y,"S. Government Year Ended December 31 2023 2022 2021 2023 2022 2021 2023 2022 2021 Aerospace $ 8,621 $ 8,567 $ 8,135 $ 1,182 $ 1,130 $ 1,031 $ 372 $ 433 $ 339 Marine Systems 12,461 11,040 10,526 874 897 874 12,457 11,034 10,517 Combat Systems 8,268 7,308 7,351 1,147 1,075 1,067 5,241 4,416 4,173 Technologies 12,922 12,492 12,457 1,202 1,227 1,275 12,257 11,808 11,817 Corporate (b) — — — ( 160 ) ( 118 ) ( 84 ) — — — Total $ 42,272 $ 39,407 $ 38,469 $ 4,245 $ 4,211 $ 4,163 $ 30,327 $ 27,691 $ 26,846 (a) See Note B for additional revenue information by segment. (b) Corp"
2023,Marine Systems,Y,"Assets Capital Expenditures Depreciation and Amortization Year Ended December 31 2023 2022 2021 2023 2022 2021 2023 2022 2021 Aerospace $ 15,099 $ 12,676 $ 11,748 $ 200 $ 214 $ 102 $ 200 $ 195 $ 205 Marine Systems 6,209 5,864 5,294 511 530 573 217 191 165 Combat Systems 10,479 11,032 11,657 107 94 100 108 105 109 Technologies 19,534 19,700 19,490 85 175 111 327 383 401 Corporate 3,489 2,313 1,884 1 101 1 11 10 10 Total $ 54,810 $ 51,585 $ 50,073 $ 904 $ 1,114 $ 887 $ 863 $ 884 $ 890 The following table presents our revenue by geographic area based on the location of our customers: Year Ended December 31 20"
2023,NASSCO,,"Work on the two ESBs in backlog will continue into 2026, while the seven T-AO-205 ships currently in backlog have deliveries planned into 2028. NASSCO has also designed and built crude oil and product tankers and container and cargo ships for commercial customers, satisfying Jones Act requirements that ships carrying cargo between U."
2023,Backlog,,"S. Marines and special operations forces, and the John Lewis-class (T-AO-205) fleet replenishment oiler. Work on the two ESBs in backlog will continue into 2026, while the seven T-AO-205 ships currently in backlog have deliveries planned into 2028. NASSCO has also designed and built crude oil and product tankers and container and cargo ships for commercial customers, satisfying Jones Act requirements that ships carrying cargo between U."
2023,Backlog,Y,"2 billion with sequential growth throughout the year ◦ Record-high cash provided by operating activities of $4.7 billion, or 142% of net earnings • Record-high year-end backlog of $93.6 billion increased $2.5 billion, or 2.7%, from 2022, driven by significant order activity during the year supporting our long-term growth expectations: ◦ Strong Gulfstream aircraft order activity, including orders across all aircraft models ◦ Several significant contract awards received in our defense segments, including $3 billion of combined awards from the U."
2023,Backlog,Y,"5%. The increase in our effective tax rate in 2023 and the expected increase in 2024 are due principally to higher taxes on foreign earnings. BACKLOG AND ESTIMATED POTENTIAL CONTRACT VALUE Our total backlog, including funded and unfunded portions, was $93.6 billion on December 31, 2023, compared to $91.1 billion at the end of 2022. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial 40 Statements in Item 8. Our total estimated contract value, wh"
2023,Backlog,Y,"6 billion on December 31, 2023, compared to $91.1 billion at the end of 2022. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial 40 Statements in Item 8. Our total estimated contract value, which combines total backlog with estimated potential contract value, was $132 billion on December 31, 2023. The following table details the backlog and estimated potential contract value of each segment"
2023,Backlog,Y,"Our total estimated contract value, which combines total backlog with estimated potential contract value, was $132 billion on December 31, 2023. The following table details the backlog and estimated potential contract value of each segment at the end of 2023 and 2022: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2023 Aerospace $ 19,557 $ 897 $ 20,454 $ 451 $ 20,905 Marine Systems 30,141 15,755 45,"
2023,Backlog,Y,"The following table details the backlog and estimated potential contract value of each segment at the end of 2023 and 2022: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2023 Aerospace $ 19,557 $ 897 $ 20,454 $ 451 $ 20,905 Marine Systems 30,141 15,755 45,896 3,647 49,543 Combat Systems 13,816 721 14,537 6,236 20,773 Technologies 8,961 3,779 12,740 28,011 40,751 Total $ 72,475 $ 21,152 $ 93,627 $ 38,345 $ 131,972 December 31, 2022 Aerospace $ 19,077 $ 439 $ 19,516 $ 685 $ 20,201 Marine"
2023,Backlog,Y,"AEROSPACE Aerospace funded backlog represents primarily new aircraft orders for which we have definitive purchase contracts and deposits from customers. Unfunded backlog consists of agreements to provide future aircraft maintenance and support services. The Aerospace segment ended 2023 with backlog of $20.5 billion, up 4.8% from $19.5 billion at ye"
2023,Backlog,Y,"Unfunded backlog consists of agreements to provide future aircraft maintenance and support services. The Aerospace segment ended 2023 with backlog of $20.5 billion, up 4.8% from $19.5 billion at year-end 2022. Orders in 2023 reflected strong demand across our portfolio of products and services, including orders for all models of Gulfstream aircraft. The segment’s book-to-bill ratio (orders divided by revenue) was 1.2-to-1 in 2023. Beyond total backlog, estimated potential contract value represents primarily options and other agreements with"
2023,Backlog,Y,"The actual amount of funding received in the future may be higher or lower than our estimate of potential contract value. Total backlog in our defense segments was $73.2 billion on December 31, 2023, compared with $71.6 billion at year-end 2022. In 2023, the total book-to-bill ratio in our defense segments was slightly above 1-to-1. Estimated potential contract value in our defense segments was $37.9 billion on December 31, 2023, compared with $35.9 billion at year-end 2022. 42 MARINE SYSTEMS The Marine Systems segment’s backlog"
2023,Backlog,Y,"The vehicle programs are generally long-term franchise programs, while the weapons systems and munitions programs tend to be shorter-term in nature. The segment’s backlog was up 9.7% from year-end 2022 to $14.5 billion. The segment’s estimated potential contract value was $6.2 billion on December 31, 2023, compared with $5.4 billion at year-end 2022. Significant contract awards in the Combat Systems segment during 2023 include: • $1.7 billion for various munitions and ordnance. The awards have a maximum potential value of $3.2 billion. • $1 billion from the U."
2023,Backlog,Y,"• $205 to produce Abrams main battle tanks in the SEPv3 configuration for Poland, bringing the total firm backlog for the program to $1.1 billion. The following represents the Combat Systems segment’s total estimated contract value by market on December 31, 2023: TECHNOLOGIES The Technologies segment’s backlog consists of thousands of contracts and task orders across a mix of U."
2023,Backlog,Y,"On December 31, 2023, we had $ 93.6 billion of remaining performance obligations, which we also refer to as total backlog. We expect to recognize approximately 40 % of our remaining performance obligations as revenue in 2024, an additional 40 % by the end of 2026 and the balance thereafter. Contract Estimates. The majority of our revenue is derived from long-term contracts and programs that can span several years. Accounting for long-term contracts and programs involves the use of various techniques to estimate tota"
2024,DDG,,"Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyer and manages modernization and lifecycle support for all Navy destroyers. In 2023, we were awarded a contract from 7 the Navy for construction of three Flight III DDG-51 destroyers. We have a total of 11 ships in backlog scheduled for delivery through 2032. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB)"
2024,DDG,,"In 2023, we were awarded a contract from 7 the Navy for construction of three Flight III DDG-51 destroyers. We have a total of 11 ships in backlog scheduled for delivery through 2032. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2024,DDG,Y,"7 billion. • $2.9 billion from the Navy for long-lead materials for Block V and Block VI Virginia-class submarines. • $205 from the Navy for planning yard services for the Arleigh Burke-class (DDG-51) guided-missile destroyer program. The contract including options has a maximum potential value of $1.1 billion. • $770 from the Navy for lead yard services, development studies, design and engineering efforts, procurement and delivery of initial spare parts to support maintenance availabilities for Virginia-class submarines. • $530 from the Navy to provide maintenance, modernization and repai"
2024,DDG,,"• $530 from the Navy to provide maintenance, modernization and repair services for the DDG-51 destroyer, USS Hartford Los Angeles-class submarine and Wasp-class amphibious assault ship programs. • $455 from the Navy to provide engineering, technical, design and planning yard support services for operational strategic and attack submarines. • $255 for future technology development on the next-generation attack submarine, SSN(X), program for the Navy. • $115 for advanced nuclear plant st"
2024,Arleigh Burke,,"We continue to work with our growing network of approximately 3,000 suppliers to support the growth related to concurrent production of the two submarine programs. Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyer and manages modernization and lifecycle support for all Navy destroyers. In 2023, we were awarded a contract from 7 the Navy for construction of three Flight III DDG-51 destroyers. We have a total of 11 ships in backlog scheduled for delivery through 2032. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea"
2024,Destroyer,Y,"• $205 from the Navy for planning yard services for the Arleigh Burke-class (DDG-51) guided-missile destroyer program. The contract including options has a maximum potential value of $1.1 billion. • $770 from the Navy for lead yard services, development studies, design and engineering efforts, procurement and delivery of initial spare parts to support maintenance availabilities for Virginia-class submarines. • $530 from the Navy to provide maintenance, modernization and repair services for the DDG-51 des"
2024,Marine Systems,Y,"2025 Outlook We expect the Aerospace segment’s 2025 revenue to increase to approximately $12.7 billion with operating margin of approximately 13.7%. MARINE SYSTEMS Year Ended December 31 2024 2023 Variance Revenue $ 14,343 $ 12,461 $ 1,882 15.1 % Operating earnings 935 874 61 7.0 % Operating margin 6.5 % 7.0 % Operating Results The increase in the Marine Systems segment’s revenue in 2024 consisted of the following: U."
2024,Marine Systems,Y,"The Virginia-class program has been impacted by supplier quality issues and late supply chain deliveries causing cost growth and schedule delays. 2025 Outlook We expect the Marine Systems segment’s 2025 revenue to increase to approximately $15 billion with operating margin of approximately 6.8%. 36 COMBAT SYSTEMS Year Ended December 31 2024 2023 Variance Revenue $ 8,997 $ 8,268 $ 729 8.8 % Operating earnings 1,276 1,147 129 11.2 % Operating margin 14.2 % 13.9 % Operating Results The increase in the Combat Systems segment’s revenue in 2024 consisted of the following: Weapons system"
2024,Marine Systems,,"In 2024, product operating costs increased at a higher rate than revenue due to supplier quality issues and late supply chain deliveries on the Virginia-class Block IV contract within our Marine Systems segment and additional costs associated with initial deliveries of G700 aircraft due to out of station work caused by supplier quality escapes and late delivery of components in our Aerospace segment. The increase in service revenue in 2024 consisted of the following: Aircraft services $ 527 C5ISR solutions/IT services 493 Ship services 357 Other, net 27 Total increase $ 1,404 38 Aircraft service"
2024,Marine Systems,Y,"gment at the end of 2024 and 2023: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2024 Aerospace $ 18,895 $ 798 $ 19,693 $ 1,132 $ 20,825 Marine Systems 30,530 9,288 39,818 9,560 49,378 Combat Systems 16,142 838 16,980 8,647 25,627 Technologies 9,577 4,529 14,106 34,029 48,135 Total $ 75,144 $ 15,453 $ 90,597 $ 53,368 $ 143,965 December 31, 2023 Aerospace $ 19,557 $ 897 $ 20,454 $ 451 $ 20,905 Marine Systems 30,141 15,755 45,896 3,647 49,543 Combat Systems 13,816 721 14,537 6,236 20,773 Technologies 8,961 3,779 12,740 28,011 40,751 Total $ 72,475"
2024,Marine Systems,Y,"Estimated potential contract value in our defense segments was $52.2 billion on December 31, 2024, up 37.8% compared with $37.9 billion at year-end 2023. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s total estimated contract value remained steady compared with year-end 2023. Significant contract awards in the Marine Systems segment during 2024 include: • $780 from the U."
2024,Marine Systems,Y,"Segment Items (b) Operating Earnings Year Ended December 31 2024 2023 2022 2024 2023 2022 2024 2023 2022 Aerospace $ 11,249 $ 8,621 $ 8,567 $ ( 9,785 ) $ ( 7,439 ) $ ( 7,437 ) $ 1,464 $ 1,182 $ 1,130 Marine Systems 14,343 12,461 11,040 ( 13,408 ) ( 11,587 ) ( 10,143 ) 935 874 897 Combat Systems 8,997 8,268 7,308 ( 7,721 ) ( 7,121 ) ( 6,233 ) 1,276 1,147 1,075 Technologies 13,127 12,922 12,492 ( 11,867 ) ( 11,720 ) ( 11,265 ) 1,260 1,202 1,227 Corporate (c) — — — — — — ( 139 ) ( 160 ) ( 118 ) Total $ 47,716 $ 42,272 $ 39,407 $ ( 42,781 ) $ ( 37,867 ) $ ( 35,078 ) $ 4,796 $ 4,245 $ 4,211 (a) See Note B for ad"
2024,NASSCO,,"Work on the final ESB in backlog will continue into 2026, while the six T-AO-205 ships currently in backlog have deliveries planned into 2028 . In 2024, NASSCO received an award for the tenth ship of this class with options to build up to seven additional T-AO-205 ships. NASSCO has also designed and built crude oil and product tankers and container and cargo ships for commercial customers, satisfying Jones Act requirements that ships carrying cargo between U."
2024,NASSCO,,"In 2024, NASSCO received an award for the tenth ship of this class with options to build up to seven additional T-AO-205 ships. NASSCO has also designed and built crude oil and product tankers and container and cargo ships for commercial customers, satisfying Jones Act requirements that ships carrying cargo between U."
2024,Backlog,,"S. Marines and special operations forces, and the John Lewis-class (T-AO-205) fleet replenishment oiler. Work on the final ESB in backlog will continue into 2026, while the six T-AO-205 ships currently in backlog have deliveries planned into 2028 . In 2024, NASSCO received an award for the tenth ship of this class with options to build up to seven additional T-AO-205 ships. NASSCO has also designed and built crude oil and product tankers and container and cargo ships for commercial customers, satisfying Jones Act requirements that"
2024,Backlog,Y,"63, up 13.4% from 2023 ◦ Cash provided by operating activities of $4.1 billion, or 109% of net earnings • Backlog of $90.6 billion, supporting our long-term growth expectations: ◦ Strong Gulfstream aircraft order activity, including orders across all aircraft models ◦ Several significant contract awards received in our defense segments, including $3.7 billion of combined awards from the U."
2024,Backlog,Y,"S. and foreign tax credits and benefits and other timing items. BACKLOG AND ESTIMATED POTENTIAL CONTRACT VALUE Our total backlog, including funded and unfunded portions, was $90.6 billion on December 31, 2024, compared to $93.6 billion at the end of 2023. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which combines total backlog with estimated potential contract"
2024,Backlog,Y,"6 billion on December 31, 2024, compared to $93.6 billion at the end of 2023. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which combines total backlog with estimated potential contract value, was $144 billion on December 31, 2024. 39 The following table details the backlog and estimated potential contract value of each segment"
2024,Backlog,Y,"Our total estimated contract value, which combines total backlog with estimated potential contract value, was $144 billion on December 31, 2024. 39 The following table details the backlog and estimated potential contract value of each segment at the end of 2024 and 2023: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2024 Aerospace $ 18,895 $ 798 $ 19,693 $ 1,132 $ 20,825 Marine Systems 30,530 9,288"
2024,Backlog,Y,"39 The following table details the backlog and estimated potential contract value of each segment at the end of 2024 and 2023: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2024 Aerospace $ 18,895 $ 798 $ 19,693 $ 1,132 $ 20,825 Marine Systems 30,530 9,288 39,818 9,560 49,378 Combat Systems 16,142 838 16,980 8,647 25,627 Technologies 9,577 4,529 14,106 34,029 48,135 Total $ 75,144 $ 15,453 $ 90,597 $ 53,368 $ 143,965 December 31, 2023 Aerospace $ 19,557 $ 897 $ 20,454 $ 451 $ 20,905 Marin"
2024,Backlog,Y,AEROSPACE Aerospace funded backlog represents primarily new aircraft orders for which we have definitive purchase contracts and deposits from customers. Unfunded backlog consists of agreements to provide future aircraft maintenance and support services. The Aerospace segment ended 2024 with backlog of $19.7 billion. Orders in 2024 reflected strong
2024,Backlog,Y,"Unfunded backlog consists of agreements to provide future aircraft maintenance and support services. The Aerospace segment ended 2024 with backlog of $19.7 billion. Orders in 2024 reflected strong demand across our portfolio of products and services, including orders for all models of Gulfstream aircraft. The segment’s book-to-bill ratio (orders divided by revenue) was 1-to-1 in 2024, even as revenue grew by more than 30% year over year. Beyond total backlog, estimated potential contract value represents primarily options and other agreemen"
2024,Backlog,Y,"The segment’s book-to-bill ratio (orders divided by revenue) was 1-to-1 in 2024, even as revenue grew by more than 30% year over year. Beyond total backlog, estimated potential contract value represents primarily options and other agreements with existing customers to purchase new aircraft and long-term aircraft services agreements. On December 31, 2024, estimated potential contract value in the Aerospace segment was $1.1 billion. Demand for Gulfstream aircraft remains strong across customer types and geographic regions, generating orders from publi"
2024,Backlog,Y,"The actual amount of funding received in the future may be higher or lower than our estimate of potential contract value. Total backlog in our defense segments was $70.9 billion on December 31, 2024, compared with $73.2 billion at year-end 2023. In 2024, the total book-to-bill ratio in our defense segments was 1-to-1. Estimated potential contract value in our defense segments was $52.2 billion on December 31, 2024, up 37.8% compared with $37.9 billion at year-end 2023. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consis"
2024,Backlog,Y,"2 billion on December 31, 2024, up 37.8% compared with $37.9 billion at year-end 2023. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s total estimated contract value remained steady compared with year-end 2023. Significant contract awards in the Marine Systems segment during 2024 include: • $780 from the U."
2024,Backlog,Y,"The vehicle programs are generally long-term franchise programs, while the weapons systems and munitions programs tend to be shorter-term in nature. The segment’s backlog was up 16.8% from year-end 2023 to $17 billion. The segment’s estimated potential contract value was $8.6 billion on December 31, 2024, compared with $6.2 billion at year-end 2023. Significant contract awards in the Combat Systems segment during 2024 include: • $2 billion for various munitions and ordnance. These contracts have a maximum potential value of $3.2 billion. • An IDIQ contract to prov"
2024,Backlog,Y,"On December 31, 2024, we had $ 90.6 billion of remaining performance obligations, which we refer to as total backlog. We expect to recognize approximately 45 % of our remaining performance obligations as revenue in 2025, an additional 40 % by the end of 2027 and the balance thereafter. Contract Estimates. The majority of our revenue is derived from long-term contracts and programs that can span several years. Accounting for long-term contracts and programs involves the use of various techniques to estimate tota"
2025,DDG,,"The DDG-51 class has maintained relevance with a series of upgrades and enhanced capabilities up to the current “Flight III” configuration. In 2025, we were competitively awarded construction of an additional DDG-51 destroyer (DDG-148), bringing our total backlog to 11 ships with scheduled deliveries through 2032. BIW is also a part of the core team working with the Navy to design the surface combatant o"
2025,DDG,,"In 2025, we were competitively awarded construction of an additional DDG-51 destroyer (DDG-148), bringing our total backlog to 11 ships with scheduled deliveries through 2032. BIW is also a part of the core team working with the Navy to design the surface combatant of the future. BIW also manages modernization and lifecycle support for both Arleigh Burke-class and Zumwalt-class (DDG-1000) destroyers. Within these programs, BIW provides engineering and logistics soluti"
2025,Marine Systems,Y,"2026 Outlook We expect the Aerospace segment’s 2026 revenue to increase to approximately $13.6 billion with operating margin of approximately 14%. 36 MARINE SYSTEMS Year Ended December 31 2025 2024 Variance Revenue $ 16,723 $ 14,343 $ 2,380 16.6 % Operating earnings 1,177 935 242 25.9 % Operating margin 7.0 % 6.5 % Operating Results The increase in the Marine Systems segment’s revenue in 2025 consisted of the following: U."
2025,Marine Systems,Y,"S. Navy ship construction was up in 2025 due primarily to increased volume on Virginia-class and Columbia-class submarine construction. The Marine Systems segment’s operating margin increased 50 basis points in 2025 as 2024 included the unfavorable impact of supplier cost growth. 2026 Outlook We expect the Marine Systems segment’s 2026 revenue to increase to $17.3-$17.7 billion with operating margin of around 7.3%. COMBAT SYSTEMS Year Ended December 31 2025 2024 Variance Revenue $ 9,246 $ 8,997 $ 249 2.8 % Operating earnings 1,331 1,276 55 4.3 % Op"
2025,Marine Systems,Y,"The Marine Systems segment’s operating margin increased 50 basis points in 2025 as 2024 included the unfavorable impact of supplier cost growth. 2026 Outlook We expect the Marine Systems segment’s 2026 revenue to increase to $17.3-$17.7 billion with operating margin of around 7.3%. COMBAT SYSTEMS Year Ended December 31 2025 2024 Variance Revenue $ 9,246 $ 8,997 $ 249 2.8 % Operating earnings 1,331 1,276 55 4.3 % Operating margin 14.4 % 14.2 % Operating Results The increase in the Combat Systems segment’s revenue in 2025 consisted of the following: Weapon systems and munitions $ 2"
2025,Marine Systems,Y,"ent at the end of 2025 and 2024: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2025 Aerospace $ 20,804 $ 1,024 $ 21,828 $ 1,120 $ 22,948 Marine Systems 36,808 15,532 52,340 11,823 64,163 Combat Systems 26,064 1,154 27,218 14,670 41,888 Technologies 9,865 6,795 16,660 33,280 49,940 Total $ 93,541 $ 24,505 $ 118,046 $ 60,893 $ 178,939 December 31, 2024 Aerospace $ 18,895 $ 798 $ 19,693 $ 1,132 $ 20,825 Marine Systems 30,530 9,288 39,818 9,560 49,378 Combat Systems 16,142 838 16,980 8,647 25,627 Technologies 9,577 4,529 14,106 34,029 48,135 Total $"
2025,Marine Systems,Y,"6-to-1. Estimated potential contract value in our defense segments was $59.8 billion on December 31, 2025, up 14.4% compared with $52.2 billion at year-end 2024. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s total estimated contract value was $64.2 billion on December 31, 2025, up 30% compared with $49.4 billion at year-end 2024. The increase was due primarily to $20.1 billion of combined submarine awards, a contract awar"
2025,Marine Systems,Y,"gment Items (b) Operating Earnings Year Ended December 31 2025 2024 2023 2025 2024 2023 2025 2024 2023 Aerospace $ 13,110 $ 11,249 $ 8,621 $ ( 11,364 ) $ ( 9,785 ) $ ( 7,439 ) $ 1,746 $ 1,464 $ 1,182 Marine Systems 16,723 14,343 12,461 ( 15,546 ) ( 13,408 ) ( 11,587 ) 1,177 935 874 Combat Systems 9,246 8,997 8,268 ( 7,915 ) ( 7,721 ) ( 7,121 ) 1,331 1,276 1,147 Technologies 13,471 13,127 12,922 ( 12,194 ) ( 11,867 ) ( 11,720 ) 1,277 1,260 1,202 Corporate (c) — — — — — — ( 175 ) ( 139 ) ( 160 ) Total $ 52,550 $ 47,716 $ 42,272 $ ( 47,019 ) $ ( 42,781 ) $ ( 37,867 ) $ 5,356 $ 4,796 $ 4,245 (a) See Note B for"
2025,NASSCO,,"Work on the final ESB in backlog will complete in 2026, while the seven T-AO-205 ships currently in backlog have deliveries planned into 2030. In 2025, NASSCO received an award for the eleventh and twelfth T-AO-205 ships. In addition to these projects, NASSCO has been awarded a contract to provide a preliminary design for the Navy’s Submarine Tender replacement program (AS(X)). Over the last two decades, NASSCO has partnered with a leading South Korean ship design and equipment procurement company, DSEC Co., Ltd, (DSEC), to design and build many large"
